System,Tube,Control type,Cassette,Bearing deduction,Control deduction
Sirios,38,Somfy Sonesse 30 RTS WF,None,17,15
Sirios,43,Somfy Sonesse 30 RTS WF,Fascia,21,19
Sirios,43,Somfy Sonesse 30 RTS WF,None,17,15
Sirios,38,Somfy Sonesse 30 RTS,Fascia,21,19
Sirios,38,Somfy Sonesse 30 RTS,None,17,15
Sirios,43,Somfy Sonesse 30 RTS,Fascia,21,19
Sirios,43,Somfy Sonesse 30 RTS,None,17,15
Sirios,38,Somfy Sonesse 30 Zigbee WF,Fascia,21,19
Sirios,38,Somfy Sonesse 30 Zigbee WF,None,17,15
Sirios,43,Somfy Sonesse 30 Zigbee WF,Fascia,21,19
Sirios,43,Somfy Sonesse 30 Zigbee WF,None,17,15
Sirios,38,Somfy Sonesse 30 Zigbee,Fascia,21,19
Sirios,38,Somfy Sonesse 30 Zigbee,None,17,15
Sirios,43,Somfy Sonesse 30 Zigbee,Fascia,21,19
Sirios,43,Somfy Sonesse 30 Zigbee,None,17,15
Sirios,44,Somfy Sonesse 40 IO,Fascia,21,26
Sirios,44,Somfy Sonesse 40 IO,None,17,22
Sirios,44,Somfy Sonesse 40 RS485,Fascia,21,24
Sirios,44,Somfy Sonesse 40 RS485,None,17,20
Sirios,44,Somfy Sonesse 40 RTS WF,Fascia,21,26
Sirios,44,Somfy Sonesse 40 RTS WF,None,17,22
Sirios,44,Somfy Sonesse 40 RTS,Fascia,21,26
Sirios,44,Somfy Sonesse 40 RTS,None,17,22
Sirios,44,Somfy Sonesse 40 WT,Fascia,21,26
Sirios,44,Somfy Sonesse 40 WT,None,17,22
Sirios,44,Somfy Sonesse 40 Zigbee WF,Fascia,21,24
Sirios,44,Somfy Sonesse 40 Zigbee WF,None,17,20
Sirios,44,Somfy Sonesse 40 Zigbee,Fascia,21,24
Sirios,44,Somfy Sonesse 40 Zigbee,None,17,20
Solaris,32,Chain,None,20,17
Solaris,40,Chain,None,20,17
Solaris,45,Chain,None,20,17
Solaris,44,Nice Era Action,None,20,22
Solaris,44,Nice Era Edge,None,20,22
Solaris,44,Nice Era Mat ST,None,20,22
Solaris,44,Nice Era S,None,20,22
Solaris,44,Nice Era Smart,None,20,22
Solaris,44,Nice Era Star ST,None,20,22
Solaris,44,Somfy Sonesse 40 IO,None,20,22
Solaris,44,Somfy Sonesse 40 RS485,None,20,20
Solaris,44,Somfy Sonesse 40 RTS WF,None,20,22
Solaris,44,Somfy Sonesse 40 RTS,None,20,22
Solaris,44,Somfy Sonesse 40 WT,None,20,22
Solaris,44,Somfy Sonesse 40 Zigbee WF,None,20,20
Solaris,44,Somfy Sonesse 40 Zigbee,None,20,20
